question,reasoning,doc_id
What RTS expansion introduces the Imperial Guard with heavy armor and overwhelming troop numbers?,Mentioning the Imperial Guard and their specific reliance on heavy armor and troop numbers serves as a unique identifier for this expansion,465
"Which Warhammer 40,000: Dawn of War add-on focuses on the Winter Assault campaign?",Directly references the game title and its specific expansion name to ensure an accurate search,465
What strategy game extension adds new defensive and ranged tactics for the Imperial Guard?,Focuses on the specific mechanical additions of defensive and ranged tactics for the Imperial Guard to distinguish it from the base game,465
Which action RPG features a continuous 3D fantasy world where you fight against an unleashed army of evil?,Mentioning the continuous 3D world and the army of evil focuses on the specific setting and gameplay loop mentioned in the summary,329
In what game can you experience a non-stop action RPG hybrid in a fantasy setting?,Targets the hybrid nature of RPG and intense action mentioned in the summary,329
What are the reviews and ratings for Dungeon Siege?,Directly asks about the ratings of the game using its name for variety,329
Which 1998 FPS features a theoretical physicist who accidentally opens a portal to a dimension called Xen?,"Combines the character's profession, the release year, and the unique 'Xen' dimension hook to identify the game.",231
What game begins with a ride on a tram to the Anomalous Materials Lab in the Black Mesa Research Facility?,Uses the specific 'tram system' and 'Anomalous Materials Lab' setting hooks to target the specific title.,231
In which Valve debut game does a 'resonance cascade' cause an alien invasion at a scientific base?,"References the developer, the term 'resonance cascade', and the plot catalyst to ensure a specialist would recognize the game.",231
Which 90s fighting game features the Toshin Daibukai tournament?,Includes the specific 'Toshin Daibukai' tournament name as a unique identifier,1413
What is the early 3D fighter that has ten of the world's toughest combatants fighting for a championship?,Focuses on the fighter count and the 3D era context to distinguish the game from other early fighters,1413
How does Battle Arena Toshinden's plot center around a grueling slugfest tournament?,Directly references the game's name while asking about the story premise,1413
Which Might & Magic spin-off is a free-to-play strategic card game?,Directly identifies the game using its title and the unique 'free-to-play strategic card game' genre within the franchise,1890
What online card game set in the Might & Magic universe went offline on PC in late 2016?,"Uses the 'online card game', 'Might & Magic universe', and 'PC shutdown date' as specific hooks to identify the game",1890
"What strategic card game from the M&M universe has a PC version that shut down on October 31, 2016?","Combines the 'strategic card game', 'M&M universe', and the specific 'October 31, 2016' shutdown date to provide a high-degree of specificity",1890
Which 2002 FPS was created by the US government as a recruiting tool?,Uses the unique hook of being a US government recruiting tool from 2002 to identify the game,597
What game technology platform conceived by Colonel Casey Wardynski allows people to virtually experience soldiering?,Mentions the specific creator Colonel Casey Wardynski and the purpose of 'virtual soldiering' to pinpoint the game,597
Which Unreal Engine game was developed by the US Army to be used for both public outreach and soldier training simulations?,Combines the Unreal Engine technical detail with the US Army's dual use for public and training simulations,597
Which RPG follows a former French crusader turned vampire who tracks a nemesis named Vukodlak through several centuries?,Uses the 'former French crusader' and 'Vukodlak' hooks to identify the game without mentioning the title,12
In what game does the protagonist Christof Romuald search for a nun named Anezka across medieval Prague and modern New York?,Targets specific character names 'Christof Romuald' and 'Anezka' and the unique setting transition from medieval Prague to modern New York,12
What are the main plot points of Vampire: The Masquerade - Redemption?,Directly asks about the plot using the game's title to satisfy the variety requirement,12
Who is the playable protagonist in the WWII prequel where you lead a group of French rebels?,Mentioning the 'WWII prequel' and 'French rebels' provides specific hooks for specialists to identify the game.,1308
In which early WWII shooter do you play as a character who previously served as a mission briefer in the first game?,Connecting the playable character's role as a former briefer to the prequel nature of the game targets a unique plot detail.,1308
What is the Medal of Honor: Underground gameplay experience like regarding mission count and enemy variety?,This question uses the game's title directly to query about its specific content like mission count and weapon variety.,1308
